"","ID","Link","Work Model","Job_Type","Program"
"1866","a636cb337d4ab3b0ff51335f7720cbcf","https://www.indeed.com/company/Romaric-Corp/jobs/Senior-Software-Engineer-6b979eb9122115d0?fccid=14a4e829771c820c&vjs=3","Remote","Full-time","MSIS"
"1867","29e8ecd42d29f213cf8d5984dc4041df","https://www.indeed.com/company/Romaric-Corp/jobs/Characterization-Engineer-a5f6d38611269c73?fccid=14a4e829771c820c&vjs=3","Remote","Full-time","MSIS"
"1868","f397b75e1a9e9bff8361f07ee1b8cab3","https://www.indeed.com/rc/clk?jk=7dea393b36e37da4&fccid=a9dfcf89bb8a97bb&vjs=3","On-site","Part-time","MSIS"
"1869","9250ce5f730ce7836b3b6247ab7f7599","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDb2HBbdgERfTLVhW415YjhZ7zErQZ38tY3lCcTrqyrs2mBnBskfi5NgZm2Mp0p2ca20NDnR1Y63SLrKWRqXWR1ZwgW5gQ3dqrLGtmZ4T9ELCCHxgYQnK3F_UE5-4v9NXLn-fBVIdzG53MMne6InVtPvwyp0jbFVAMaFnOPjV8aOLaidtUPQf0O4GRlYCRLQukfDCkyQP4ya6-ou1QojkcQ3ZanHROj8xYyMR48NHgs6DoDjQQXNTZB1NHOxAIsrK-in-Yu9hzU5sM7u_e4XfromZrEd63U-B6zL3SiMZvaXyn8wW6kwE4tCRrIwMCu5rTHODKrFh-jl0yK_DoOzdKIZvTmarN5mqwnvFMYciUYvKau0n0svtuM7HdZFMeU4FDZ2mQ9v4MMzg68JJW4Xt1GsiGDgXXXZ_WNW0_LhLRtCtkQj7tUuwuHTeWSZBeXgSGWt5xmTC4xQUvJRE0xGFu0cRnDsE_NxjJcBWimOR5rPgbz5lU-P0Sj1FOx3mpVxghyuodWl9WPw-b5JfZHgBwH0OAvOZRMLNEdt4AY0nL5D2j1k60bfOSt2SaAInKZfvO8OxF9vjUWCdGlegPbWX0sdX5hMBgHZsgBraPENVHPtUWbKjp5DJ2c4MWAE69mbrUn0rkL_41TQeS5OCA8c00-YWsFZsEJT0QC0iUyIfi50XeJVVxLRNtYS6VyMlz69iwu_DLbyWYbzwBg1ldsZ2UYsFVVAv4dnUaSzH8g-iSylDiiS8RgmUBpVPtpe8I_ktVLad1lHKUD2vuutsQuemX2oo7pC77sq431VVF6WlPjOSDeuY-QizzoRvI_HBT--XF33c5vQ5XszIy1HNnTwLZYKF96vgRW9Re5dRj1yqzu82l1t-uczAUfS5kVaMXvvob1qYlAOvTx8jDIU1miDqk4mMeQx81xduAwKkU-2qIGzmQLcfoziJZHRYMaFV7S31806bK9X7A0wv_Ujzet2Zkr5CuMZ-9EoMjXh6drcZxAB2BI1w2mFD17BaXDHBydJKCSjF4VR33vGzSBLCPx18vm9SJXCneHRcRFR3dhjx5UZ7vEIvXQ1YvxCajH49C7GMf57w4mFAA0DI4mwg3rk1rbgEO9RJ_ERwzllLfI7fPpRMczRkoF4HG&xkcb=SoA8-_M3b5pEOmyKJJ0KbzkdCdPP&p=2&fvj=0&vjs=3","On-site","Part-time","MSIS"
"1870","73d3e976635bc2810c719fc90c222303","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AfRf_P-ca05LPdwl18rGIzUr6AHy1uTjbsV8Zoyst9jkXp3tWimqtiGkfeaDSZ-UupmhRwU2vFIOyV-qJ5_aP3bKQ2RVnGRYBfROU1pm__0jC5HZqXtXmil8fOqn-kYQbpp_EAr8ZR0sd89eX1L1-3j3W5Vp5DcOoF4WO4Ox1esYEnqC7TjuuYWn-HQqFbeP5aRUdv3FhzrgRGfKyAj2Sub6QzlR8OT0ipS0a6foCco-7fABB2gwuWFw89kgGB9ELf87hmczOhwSIRuw_NYeRqZY24Zjiep_bsngnKRNv1x4ZmrvJtkvdT7H1Tac8p6q-m-cpqa075Yf6V5R27nZqs7p4y8bKBaVHck6hH6m-UJWESxwLsCCTWefuYmt6l0wkrSUQMnV-9gd9Lhkw18KoA4bTBVSkwOQCrXON4wkOQjDJpbjtbg3IrTaU1eQVFg4-Vot5-lrvxVirBsA8znp8VO7W-rLRlKVhqpr19vkfL6_PzYGZyZA2apasdqS53N-oa2Z2ikzhsPHYKwMb77osdGdvn5B-SnNdHcYnN4fCugnM5S9DqiKS4aaCreZDVupJZiMzmAXFc1m5kcdFUc47cpPIYN7TuYfNObFYMYMg1i9hXKBp-1sI-Isjlk7nhn1-tosS2VCS7xCEjrddOWnylXVCno-YL0i8a0-SeDMUDD-9pBODw9DIKwukHhbrElUStMa-uWyzFX98g2D63oWz_LEjlqNraad_u06bv8GniPA6zHaKPORNs2EA-2Du2Hb05bOvbs-7uowFnBnFVOKWjFDwsetKbHBsl7oY4ABv1W0hL9AS5PgZuQYDKepq_T-8_CROULe6jH23GHLtgQ1cBTH6S9J6MNsWQ7k-URNMfX9uKqcxntZ-t5x1ZQBjDrUIOEF5N-vE_4sjRU571uDBHBPuCCaIiVgSLplFA2S0V-zg2PagDlmG0&xkcb=SoBQ-_M3b5pHf1TAC50KbzkdCdPP&p=1&fvj=0&vjs=3","On-site","Part-time","MSIS"
"1871","f2bfbea33f9b965ca0d667d7c5ae0793","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AfRf_P-ca05LPdwl18rGIzUr6AHy1uTjbsV8Zoyst9jkXp3tWimqtiGkfeaDSZ-UupmhRwU2vFIFNoBgadunMojOfVNMztkA3cjE40HkeiPsytVuFUds_7BBTpdon7o2BA7PjwEVlkplXWviTuDxsdPa9saL40vsRb7L2pxm44sKiIUL5Zy94136nkihmZXNmB2J6kgBcUJeKTOthqNsbG23TLTT9a9vB6AsCjQgRKPBtzBFfLq5imzO6FjPKT-Kb96H516oWqaMG91x_Ozej41UgUQEzWrnsW5r_5edgLRJ-IhtpIeKCS4BrSS7qs8YGvZ9JTMBPoJn_YBZgM9vUC7RXx-0loxzXovwYbIvUIJOa9rfVE9yuyKzqdvfhplDHNLonRxg29S3IAkozz0ydUiFq_Yt6qcPkh4NzShZWtoaKSX7ykOSoQA-BOZP1st4Zt9zmQCicaYzwF7Gx97TerKQEPes_r69BljVgYhuqSA4EFHMyjpuHX8IiB9qkJs5lbdljxOOCazu7SzvhqDcKueK31qzHKWRfvwGhpPNTRJNyb5VWCtQmhschaHMfL_UJqnFIaD2IcCXKYCepq_Rre-cSNuzEFygvOZZDiTBCyO5GXYWD8Ow5MjTwj4nqQTB0VI3xqeOY0OeTstkIr0kls6l3I1CgF3ypywwolGz3cLnu8SqnZYr1gK_U_LUsT-zsWI_xAmEQBGn083PNoRFp-waWSOGc-GRHKTH_9fzju6LDa3Fqwl1LTPD0_U-j2ozoNDtc1yjuq4aagsdHgEmGIRfVtqzitCG0OcyOOd7J8kN8dK9RmPPxijtJ8cJNOcuELVcHejVECOA00YZucm16hpJ-dk50CYXZRZtzfoLUiNpm7MZTY7ECMmQRUmZeAD8iIV-Mf3rcjVpYLYz3tzfJD6FgAy5S1ZOW6vcUmu1UpSoWxi-LaNTgb&xkcb=SoDN-_M3b5pEOmSKJJ0LbzkdCdPP&p=0&fvj=0&vjs=3","On-site","Part-time","MSIS"
"1872","a92d845504c8dd04810c6013352033de","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AfRf_P-ca05LPdwl18rGIzUr6AHy1uTjbsV8Zoyst9jkXp3tWimqtiGkfeaDSZ-UupmhRwU2vFIFNoBgadunMojOfVNMztkA3cjE40HkeiPsytVuFUds_7BBTpdon7o2BA7PjwEVlkplXWviTuDxsdPa9saL40vsSZ4t_F5s5Jebj72Qh0Es_1OACIssaSIe91Sufit_r5Y-PzXe8VuOIySLcNSDtsWO5iITKByC_pCGefnl9lFP4MgtstupnXTc6nqspIP1DtFRfa7yGu7RDb4FvQlCucMUD0Mjujso92_J6sER1kIbvS3fZw-e_Z5SsUMfC-vPCl0jpkkry2LTM5I7pqQ6kjpYci5vlN_fylif33_MB8j1xWa3Dj1gejx0lf9hVaXhwAIYBVUHHoHgfa1wIzgk9IZaMhFwu0B2rI__3ywmr0yWNNyS4BmE3lcaQhVKUdI8lgpTy1HIKZtkAB1ldEx37FLI65ZUkd6cUBGK2tmp7sYDxggoJPyzZ9SbBPcthu-OarSk5QzrOoMoWmuEPPMN8gW7uMjzrmo-X-Ez1WhQN0MXNY6XJGDGCf0jZGbWguYqJRhS3xXHutMuoFv4zUFCXz5vWjIQWFM_BHxFEs8EhrmtkxU3Yc7aVuLK1GRAOtbhQwtcEwMR8Bpbdiye1LnGk7-zaBq3MkA6x8dJSIXh1LNi2EP4N2cZHyjioc_HQolIinaEjalj5J3VlsVqNqsO2OEQlksV7tl9m-JVer6i4V1PAfqRGZplTedrIU2FB_lwTcyZ1HQm5S3d25kQ_UvjuaETD9Z5y8X2JbRQhVqA3rjYwLbCiZTrn_aVLTn_9W2R7JgcFzPyK4z4UN29AwP7nSarpzuYJXqbX938MUD5i-Kd1soVGphYYYux09MENhc-_gZ5zuqka7pWb0xZmoA1MU_0zwMyFTZLnwrTRhf54pQFoj&xkcb=SoAH-_M3b5pXZ9Q3z50LbzkdCdPP&p=0&fvj=0&vjs=3","On-site","Part-time","MSBA"
"1873","e6f7b9c62bee504bfb526dda2b51648a","https://www.indeed.com/rc/clk?jk=3efb11989a619319&fccid=78bbcd26e39621f5&vjs=3","On-site","Part-time","MSBA"
"1874","a2970ce51f7f32740552aabae6e8f958","https://www.indeed.com/rc/clk?jk=2dcea60aa77371cb&fccid=f48844f8f6150eee&vjs=3","On-site","Part-time","MSIS"
"1875","5af312a296aecfea8c181d3552fd6119","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dfj9uMcLKX5Xkca2-4tyc2VKNcIn1BqaiRYYRKoyJMKXR1_B2NUeqZuZHchpyhoe-f67Qvpi7x0dEUK30PgGdbZRBQaZBgE5_weqKk1S_ytGiEjV6rqLG8J0NpLi8jd_YYW0valA8C0xDzZygGwq3W1q4_qmGXxTttZlQE7ljH1qxnbwfnSz2sYSDKhxkQHpYNZEYC70C4jbPrjrdIAbYOFbzC9eOAWv5SiRR1dHaCFHTsKCGTJ9mOar58aaDnDL05v-U61FP0WXtpOfb4j2W4pAscw7nCDyCmjN5oLOfgNkSiIPG9wyavfdfogwuB8JDa17VT51W8gEf8XMPhWCXx_7KVNnyqXhYMUVkwQgeblj8f47fHoeqfrl4W8fPLNrcfafqROu_kv8FQy8TnS1EpntoudKSBLkRGMoRDd4T1_xcndg-r7Tlr1RuirjRUaiQj9EID4voJbs_BnADYJgzZsCnKAaBx6PoYTxZr4b_KuFJD5Oxa1HdkI5ovF8syg8UQKXeEkgJU1w==&xkcb=SoB5-_M3b20ebTzdcR0KbzkdCdPP&p=1&fvj=1&vjs=3","Remote","Full-time","MSCM"
"1876","3cdd27305cec81f682b3e19c3d971701","https://www.indeed.com/rc/clk?jk=2cdc633c7a443576&fccid=f057e04c37cca134&vjs=3","Hybrid","Part-time","MSIS"
"1877","1340965486c7b6c5bae2085960c6181a","https://www.indeed.com/rc/clk?jk=37f1b81bf4c89255&fccid=c78441d36337ff69&vjs=3","On-site","Part-time","MSCM"
"1878","f1b3b4a4fc22a683f1725dbb453b76b6","https://www.indeed.com/rc/clk?jk=b1a9871bcedc48e6&fccid=8126a6c8aafed70a&vjs=3","On-site","Part-time","MSIS"
"1879","42e08e3109a4fef6c79f190df5a27b01","https://www.indeed.com/rc/clk?jk=15c8006751a239e2&fccid=4aeffbd8cbc7ce30&vjs=3","On-site","Part-time","MSBA"
"1880","4a92877f389ee754d6b1cf9ed76ab39a","https://www.indeed.com/rc/clk?jk=1e670de1fe29c711&fccid=9855457e217da40b&vjs=3","On-site","Part-time","MSIS"
"1881","d542048a36aac7f9b4fb98657482e614","https://www.indeed.com/rc/clk?jk=d3a169d136bf5da1&fccid=ee9370d6db1a2c93&vjs=3","On-site","Part-time","MSIS"
"1882","cf70bc885a09fb61830135449a1a8b71","https://www.indeed.com/rc/clk?jk=74894e5a0a679005&fccid=ee9370d6db1a2c93&vjs=3","On-site","Part-time","MSIS"
"1883","577089d5b59464b8365d9768b3d5851e","https://www.indeed.com/rc/clk?jk=061490205176ac95&fccid=9e215d88a6b33622&vjs=3","Hybrid","Part-time","MSCM"
"1884","7e85c4348ba391ec778045a214896da5","https://www.indeed.com/rc/clk?jk=cc5f8442a51a1fea&fccid=591bad05f03c3b18&vjs=3","On-site","Part-time","MSIS"
"1885","c80159cccabeb47f6657f841fea4135e","https://www.indeed.com/company/Global-Payments/jobs/Principal-Software-Engineer-7664efb5c57367e9?fccid=601d247dd15a77e6&vjs=3","On-site","Full-time","MSIS"
"1886","f5e76acb1d54e09c13fdc2ac81133b23","https://www.indeed.com/company/Global-Payments/jobs/Senior-Software-Engineer-b9cd5d58ae520945?fccid=601d247dd15a77e6&vjs=3","On-site","Full-time","MSIS"
"1887","96328e5e841c257ea4960fcaf0d8e148","https://www.indeed.com/company/Goldbelt,-Inc./jobs/Senior-Principal-Software-Engineer-4c3e5e7127e8a6f7?fccid=f7f5ab591aa9143d&vjs=3","On-site","Full-time","MSIS"
"1888","ad01cbbc1f8feeab47fbe96187c7ffe7","https://www.indeed.com/rc/clk?jk=45887de41dd4ca37&fccid=372688670c2370a2&vjs=3","On-site","Part-time","MSCM"
"1889","94c45e8a58cb783a09d1ddb75fe1c7cd","https://www.indeed.com/rc/clk?jk=8fb078bfa53ef9ac&fccid=991e752d1e2c27a1&vjs=3","Remote","Part-time","MSIS"
"1890","48611568298029f30f2e74e089c31aec","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Duvs8W9J3ng6gJug0TleWEiZhMTn3xkaahiVgbeU0KWY7EIJvg5hnSIF7iYU2XS_3IpBTRr1JzQ05x7CGnq67ovORVZQ3paSkFYZqlJm-AdwBLtK9lKI-A7-z5rKtVSgS-FC4L5-aFNFUU38pCRdV7VZFf_FyLxOymCXjBjJ_63hjdn4KV29UF-jH0eKc3hq9LRItZdNRpfB0AJk-hppWwJ0ksSKZgtQE1dy3_I66ukEHtzR8g-vHgN_I4P8Zlzsi3qtYGbhY-uUJ0yAA4Egia_PxTrg4cixkasZXsBVZcr805Kix7DQkqUVT42IkYZLLObV6cTStlF56wX8cbG9E9VOUsYLP-1pQlD_LkSRnrdHDUUrOKJhEaKH_jXhIgwvcOpBE6z9lWZu6hQXFsoj4jvzVy-sfXcwewTNe-aQhlsD3UR6MhsYK1p0Q8ctx6_4b1eCaZXb4BY3AJ_zkqoYm02_TltU6sbYzpsSQGjkMBEZ0bW4OhBJEQVnz1oU5LwZG2KrXfEdj0OSjrbxF8Z-F4bP8SUVMMOdmCcrPFjbHQqrF2xiRZ8Pn3TLRYweAktOqNd0XWsBxqbUw9umRvPAsfOmugYDhqMpX0tdk2jIdK2TPvGxKmSWNs&xkcb=SoAY-_M3b20B2UQ2xR0LbzkdCdPP&p=0&fvj=0&vjs=3","On-site","Part-time","MSCM"
"1891","9b6386740f7eecc196e3e7e40fe45a97","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCobj99dZAfyu9JevU964-bI9GH5SDjKavipHynSQGUXPuFVL6bbrTh2GmHW2ridRFenrxf4CMeSu93LtEEYuVKnSkLHQzoW45p_tj96ZYw_RJvFJ13rT1KBTBKhwOfPeGe19oG0agM4mDBG1w2K7-gYRkJoMLd-MWzeGSI1w1zPuMQqK-pRznqC1y6JBfqdk13FLQIefc2xdkil3zKg6fKq-YDacxf_r1D2_bWNgKrVgVwFCXnnVmJvFLoh4hSt-_WvoqH7fuD0Tb_93un4KLCVW2FAgAZd0hm6Uv0oO08rPyBgQAXj4LnjSTqLXsGnUlr3I5PbwaB9EWxCuy-fjW-t6c1JF5aKdBJox_XQ6LAaUY-Ieg5GC7xmKiKKOY2oU3GE3chMlvs2A3XROz8JcXh3rp2ut_zhQhtzciZxoNuMPzIxXV_iO5WA9aw81MlmZmIBlCKFFkzk7LHTfj8wyt_n6poVeDurN4ca9fMOgP-dx&xkcb=SoBa-_M3b20qfoxcpp0KbzkdCdPP&p=0&fvj=1&vjs=3","On-site","Full-time","MSIS"
"1892","3d69d4ed4d2800f9c2055a7d06158e9c","https://www.indeed.com/rc/clk?jk=ca4023ec01dac8fb&fccid=d06afa4992ee7ab3&vjs=3","Remote","Part-time","MSIS"
"1893","e17e29bdb6e5515756397e10e4312ae6","https://www.indeed.com/rc/clk?jk=2fbf74336fd4e39b&fccid=0b91fb71f8bf2b2e&vjs=3","On-site","Part-time","MSIS"
"1894","e528f85ec52c24740ae4137aa53ebffc","https://www.indeed.com/rc/clk?jk=f068823263b68c00&fccid=2dd390c3a48a7ed0&vjs=3","Remote","Part-time","MSCM"
"1895","a70230c5b0a0522051a55113e347481a","https://www.indeed.com/rc/clk?jk=fe5fa6c5a3c42e71&fccid=2dd390c3a48a7ed0&vjs=3","On-site","Part-time","MSIS"
"1896","b4f25e2ec60339c458a0222cb0402014","https://www.indeed.com/rc/clk?jk=6d288984456526bf&fccid=0ddc57473000f3a2&vjs=3","Hybrid","Part-time","MSCM"
"1897","7ea85e900bc1bdea59d5d89cd6d89573","https://www.indeed.com/rc/clk?jk=a8adb6f134c30a22&fccid=0ddc57473000f3a2&vjs=3","On-site","Part-time","MSCM"
"1898","046cba731b8dcba0eef5130b5cddb980","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CO3DEfAY9A68AIVwcxeRGvQUfeLcLgbZIyCfLEHxv2SbETCGcreyMczXWEKNdFWwkPs6vZrP-YqQQGoCQvtL29V-6msx79STlmuY9PewgQGGz7XBa1NqGr-CYZFfOnNBsRihSM5ZOaAp6O7ics0lguulJero5-zJjng4bYGSqSnGGonbQj4DHQPwaxALiPPZke0Vn2NUNaDftOcPP2XeaNlnfUV1ehWVwM1nSCPrialTPhRAktLez0pwlOU4GERIdmcWoVkWTKT4POm22DJYzVx7gojr_xe96FVVKlCAgN1iDL9K9z8YJVNvbcST4mA_fL73aqJYIP_qedhB6t_04wxffpQ-xMLpBwQ9rOSGmaIg0c2v35IZZ9rlXlMJul9t5cGsUyd5d-n28fOQPTZhVL1CMzHbVHjwXEUlE89ZXMjiRsXmlEzV0gkFoMKr8DjZ2BFR9SmUOgcnujxcjVfGfJMM7V1WdqcgdFHncQ49XhWHJPGOSTKz0FkITPxbMlol_MbP31oz7cBaZaW37LmtLc&xkcb=SoDN-_M3b20ebTzdcR0LbzkdCdPP&p=0&fvj=1&vjs=3","Remote","Full-time","MSCM"
"1899","ec5d38f3db28dd83579eb6631d83e413","https://www.indeed.com/rc/clk?jk=5029fbc83395366e&fccid=8bdaf6637e506037&vjs=3","On-site","Part-time","MSIS"
"1900","abd594d4a524acea02f78d61853036de","https://www.indeed.com/company/PCS-GLOBAL-TECH/jobs/Entry-Level-Data-Analyst-16a4f9f3171f155e?fccid=252beafbd99a6037&vjs=3","On-site","Full-time","MSIS"
"1901","be47867c0bb65ec059425a83e6ebd9f7","https://www.indeed.com/rc/clk?jk=b63107864c3fcf8e&fccid=915b1c0ee87e5e8a&vjs=3","Remote","Full-time","MSIS"
"1902","e4e4a7a09d3f331a8097391d54d9aebf","https://www.indeed.com/rc/clk?jk=601a4dbf4ff9aeb8&fccid=5e964c4afc56b180&vjs=3","Hybrid","Part-time","MSCM"
"1903","f06bbfd23756a5309c98ca1d0a1aafb3","https://www.indeed.com/rc/clk?jk=3fc05f029d8f4300&fccid=5e964c4afc56b180&vjs=3","Hybrid","Part-time","MSCM"
"1904","199ed7169f6c059bf6df30634f81e9ac","https://www.indeed.com/rc/clk?jk=9346f25d82d98144&fccid=03e5fef1f1c1b85d&vjs=3","On-site","Part-time","MSIS"
"1905","104ebc96e39ed19398567504726cc2bc","https://www.indeed.com/rc/clk?jk=74e5ebe8ec3b49e4&fccid=03e5fef1f1c1b85d&vjs=3","On-site","Part-time","MSIS"
"1906","f8eba6d7e207f15456a1d132c6b15150","https://www.indeed.com/rc/clk?jk=827dcd911fef7d00&fccid=09e02654c2f26bbd&vjs=3","Remote","Part-time","MSIS"
"1907","7a40df08e66310a38b7dfa7497628647","https://www.indeed.com/rc/clk?jk=ad9e6c891c40dc1e&fccid=09e02654c2f26bbd&vjs=3","Remote","Part-time","MSIS"
"1908","4f667fc27f1b8613760c8cddf5ab3826","https://www.indeed.com/rc/clk?jk=611bde549f808f3a&fccid=399ca3c01ad9c434&vjs=3","On-site","Part-time","MSCM"
"1909","76333d55869bc23a48c373e67ff2273e","https://www.indeed.com/company/Rock-CFO/jobs/Data-Analyst-Accountant-e158a741c3f2a522?fccid=8f8a8a5cc66dd233&vjs=3","On-site","Full-time","MSIS"
"1910","f301d845e679f00f6dc01ed7776fdffb","https://www.indeed.com/company/Salt-Lake-County/jobs/Business-Analyst-Time-3bccec23a372cd5f?fccid=cbdf6c4415dd76f9&vjs=3","On-site","Full-time","MSIS"
"1911","72485bd62d552d4a1a28cc4b4aff604d","https://www.indeed.com/rc/clk?jk=c50ee67848417faa&fccid=aef928e89977f7f0&vjs=3","Remote","Part-time","MSBA"
"1912","b21630747a6ef77e33d032a290cb775f","https://www.indeed.com/rc/clk?jk=582e2dbbdb3e56dd&fccid=7e408d96768a4a43&vjs=3","Hybrid","Part-time","MSIS"
"1913","7eeff8499c971f02e1e5552c45a11d43","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAFTyt7pbDCC2JPO79CSdi1dIb81yjczP5qsKcZIxgiRd1qisRd4re16D_VG3-wzXVuO_hH9hI4RunE5pPBbmlA2UZaWE21JFFV4ngMJ5TMFiFMle5T4Zt7O44gaEEfERdAen9lrTBZyLYP4zyPeJgtG0AkJqfJ9BJikPo_gYVmgEO7nnhFgZHz9ORa_L0xkM1ckdH_FhhigZUR_rfNv0489UEJlhhL0mDfDLLA8u82wD3FXb-iom_8PZjnz-J5-Noa3fABZeg4CuwnM7hMSAjZXAmW_w6rfCON_3_02kp3PTy9ynVLJ1LmaTN4veI6BpZAAIJLzpolHR0tYmq76hFRzz8zf6P4oul72S5pg77xKGemDr7qW4Lp2A-vSyptCSWywodId0fcF1M3PxjFqgCqvWROvtyDPtMw-MXp203QVWOQByNXurmUrbC56Ex7Dk=&xkcb=SoC8-_M3b20R2oyRYZ0JbzkdCdPP&p=3&fvj=0&vjs=3","On-site","Part-time","MSIS"
"1914","b698c967c8d047175ce27cf4927ab285","https://www.indeed.com/company/weave/jobs/Data-Engineer-c35698f11ca582de?fccid=f9973a686382a301&vjs=3","Hybrid","Full-time","MSIS"
"1915","fc3afcc44965df424d0ae4a41104192d","https://www.indeed.com/company/WeLink/jobs/Senior-IT-Operation-Engineer-a58770efbc0e66af?fccid=bd67cb2f1b723e33&vjs=3","On-site","Full-time","MSCM"
"1916","74b4dba8450bfb77b3624dad4dfcb57e","https://www.indeed.com/rc/clk?jk=8cf33df4b0aff960&fccid=78ce8b1ddd9c0074&vjs=3","On-site","Full-time","MSIS"
"1917","49c0fe716eaedf488a855862cefde7a2","https://www.indeed.com/rc/clk?jk=dec34311c876caf4&fccid=595d42593839d3a2&vjs=3","Remote","Part-time","MSCM"
"1918","73441dee30f35d777aa3e1edae86c3ba","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bkl6eMu1FM1r07QHNveSMIb5NS-ooqLFrV5tiSRjmHVl6py5KZ0S4DKa1iU7nA1j7oTMYJZixoxCp7N1ydKQHppqZyYNRUJ9u4cPXKat_4zi77z8amisyCcNsBTeiF8pfFJA2AseK4rcQY0g1vigIhXcj8Xo8FEno_6h5mWfX_KVHHAVpSMJSz1hCecpvaeLQ-ml2_FJUpfeBI5eWkanT2-kykb9b7IOlf4gV_EyYqgeD9VUczsxwKnWSEUjpSncLnuhDnRB3R1RUYLPEj39Gbq44qYvYXrTASQAqhAWzY5Ii0gzmcKuIFTeIaqWONR6WXDRObxBUM4xOjnbPUoGVhuH8OWBUFQq0TiywgRQHoLcggEMbt_UJs4TB2-u_SlOCbSVDFNClKH6sT44-YjLRnwYv-Mi-rQDIfNC0BIUSJeA==&xkcb=SoC--_M3b0fRABRkCZ0JbzkdCdPP&p=2&fvj=0&vjs=3","On-site","Full-time","MSCM"
"1919","d74b5a5f5adbab209864808fdcc31dc7","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AhvKCKnyqjkpSCFI867EftGfHhcz2_T47boZRDCVyB_1Swvka9shgjWZmW5NlQuLDX-dkSNNz6z6w_Ld6mcuCReLSSy3IEfa_qEXA47FfIpEw7li83l-aB31oLBeggWTGSF4OFiwlSJcm72aKSTUJzJZFfU8BilVM9_YSL7TMtCqmriU_5CGAt_kCXHKSI9F14GNUqSK2GngxnrW3w-XP_UHOHnTcs1rr6cpoZHbQ57P3ty25nbRIGMKjnbUpxSwWELRDOM90Fyg9ge1EBFYIWYWBDmLtg5WPeIIDEezWZVZBStvxZoKoLco2FSqSNYgZpuYn2mKoQkg7lN4-ONLHQxHWnj1_mrwh_yKfuo_jCSthm-7bNthQzuLfD0iLuqj5TMo4KhgyFoECz5tpKajUTszhAYxeUprvxzj0_d7Q2z5UoQIap5NIY2YeXVcTfYcms9FBflA77QUAsfEOsjOVp42dzssVlLO-SIQ0EW1viG6dMxFDUVSSFz0Wx30EelcjRpvebQp_a3M2CGICKFuascX0dhvswCmex2kn2ADLoCnLrasjT7GJtd8XQUwYTEI4Wof0_xo9Gv7GEKXAfLy_sTbhE4vRL0XAk_NUe-BvBl5b4r8gGFqHSjvi1TEqKpaz1Njn_AFBJ_23INHOUzVNFwAa5Qjbi6A0tdarnCsS7rczK2hIIG8znAgzH0F5DOFUW63mkLm5M-R6aUt-JgI0SzenaE2rhSKRA71XfQ17BfHvcsz6ImNolV9rT0HX3wy0xewYju3jCr3jj4afFm1-Ok8srg7ztip8=&xkcb=SoBZ-_M3b0fUAZTAC50LbzkdCdPP&p=0&fvj=0&vjs=3","On-site","Part-time","MSCM"
"1920","cf57edf070860090fe2a3d7cfbb3627f","https://www.indeed.com/rc/clk?jk=39e1c16b03ea73e1&fccid=bae098e9666bd225&vjs=3","On-site","Part-time","MSCM"
